11.1, 231.1, 0.088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
11.0, 230.9, 0.089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
11.0, 231.1, 0.084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
11.0, 230.9, 0.156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
16.4, 231.1, 0.084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
11.0, 231.0, 0.083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
11.0, 231.1, 0.081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
10.9, 231.1, 0.084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
10.9, 231.0, 0.081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
10.9, 231.1, 0.081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
10.9, 231.0, 0.082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
10.9, 230.9, 0.083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
10.9, 231.1, 0.081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
10.9, 231.0, 0.083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
10.8, 231.1, 0.089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
10.9, 231.0, 0.087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000, 0.0, 0.0, 0.000, 0.0, 0.0, 0.0, 0.0, 0.0
